Time (ns),spi_dual_tb.dut.irq,spi_dual_tb.dut.tx_ready,spi_dual_tb.ss_n,spi_dual_tb.dut.sclk,spi_dual_tb.dut.rx_valid,spi_dual_tb.rx_data,spi_dual_tb.dut.mosi,spi_dual_tb.dut.miso_out,spi_dual_tb.dut.busy,spi_dual_tb.CLOCK_DIVIDER,spi_dual_tb.DATA_WIDTH,spi_dual_tb.DEFAULT_DATA_ENABLED,spi_dual_tb.DEFAULT_DATA_VALUE,spi_dual_tb.FIFO_DEPTH,spi_dual_tb.MAX_SLAVES,spi_dual_tb.MODE,spi_dual_tb.MSB_FIRST,spi_dual_tb.NUM_SLAVES,spi_dual_tb.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.clk,spi_dual_tb.dut.master_mode,spi_dual_tb.dut.miso,spi_dual_tb.dut.mosi_in,spi_dual_tb.dut.rst_n,spi_dual_tb.dut.sclk_in,spi_dual_tb.dut.ss_in,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,spi_dual_tb.dut.ss_n,spi_dual_tb.dut.rx_data,spi_dual_tb.dut.CLOCK_DIVIDER,spi_dual_tb.dut.CPOL,spi_dual_tb.dut.DATA_WIDTH,spi_dual_tb.dut.DEFAULT_DATA_ENABLED,spi_dual_tb.dut.DEFAULT_DATA_VALUE,spi_dual_tb.dut.FIFO_DEPTH,spi_dual_tb.dut.MAX_SLAVES,spi_dual_tb.dut.MODE,spi_dual_tb.dut.MSB_FIRST,spi_dual_tb.dut.NUM_SLAVES,spi_dual_tb.dut.SAMPLE_ON_RISING,spi_dual_tb.dut.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.SLAVE_TIMEOUT_CYCLES,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.MASTER_TX_TIMEOUT_CYCLES,spi_dual_tb.wait_master.timeout
3480000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,0,0,b11100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3490000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,0,0,b11101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3500000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,0,0,b11101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3510000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,1,0,b11110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3520000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,1,0,b11110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3530000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,1,0,b11111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3540000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,1,0,b11111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3550000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,1,0,b100000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3560000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,1,0,b100000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3570000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,0,0,b100001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3580000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,0,0,b100001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3590000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,0,0,b100010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3600000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,0,0,b100010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3610000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3620000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3630000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3640000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3650000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3660000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3670000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3680000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3690000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3700000,0,1,b1111,0,0,b101101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,1,b101101,0,1,0,b100111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3710000,0,1,b1111,0,1,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,1,1,1,b101000,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3720000,0,1,b1111,0,1,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,1,1,1,b101000,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3730000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3740000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3750000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3760000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3770000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3780000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3790000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3800000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3810000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3820000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3830000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3840000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3850000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3860000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3870000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3880000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3890000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3900000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3910000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3920000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
3930000,0,1,b1111,0,0,b101101,0,1,0,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b111,0,b101101,0,1,1,b0,0,1,b10100101101001011010010110100101,b1001110001000,b1100011
